Participant ID,ISO2 country code,ISO3,Power Distance,Individualism,Masculinity,Uncertainty Avoidance,Long Term Orientation,Indulgence
p17910,GH,GHA,80,15,40,65,4,72
p17911,GH,GHA,80,15,40,65,4,72
p17912,GH,GHA,80,15,40,65,4,72
p17913,GH,GHA,80,15,40,65,4,72
p17914,GH,GHA,80,15,40,65,4,72
p17915,GH,GHA,80,15,40,65,4,72
p17916,GH,GHA,80,15,40,65,4,72
p17917,GH,GHA,80,15,40,65,4,72
p17918,GH,GHA,80,15,40,65,4,72
p17919,GH,GHA,80,15,40,65,4,72
p17920,GH,GHA,80,15,40,65,4,72
p17921,GH,GHA,80,15,40,65,4,72
p17922,GH,GHA,80,15,40,65,4,72
p17923,GH,GHA,80,15,40,65,4,72
p17924,GH,GHA,80,15,40,65,4,72
p17925,GH,GHA,80,15,40,65,4,72
p17926,GH,GHA,80,15,40,65,4,72
p17927,GH,GHA,80,15,40,65,4,72
p17928,GH,GHA,80,15,40,65,4,72
p17929,GH,GHA,80,15,40,65,4,72
p17930,GH,GHA,80,15,40,65,4,72
p17931,GH,GHA,80,15,40,65,4,72
p17932,GH,GHA,80,15,40,65,4,72
p17933,GH,GHA,80,15,40,65,4,72
p17934,GH,GHA,80,15,40,65,4,72
p17935,GH,GHA,80,15,40,65,4,72
p17936,GH,GHA,80,15,40,65,4,72
p17937,GH,GHA,80,15,40,65,4,72
p17938,GH,GHA,80,15,40,65,4,72
p17939,GH,GHA,80,15,40,65,4,72
p17940,GH,GHA,80,15,40,65,4,72
p17941,GH,GHA,80,15,40,65,4,72
p17942,GH,GHA,80,15,40,65,4,72
p17943,GH,GHA,80,15,40,65,4,72
p17944,GH,GHA,80,15,40,65,4,72
p17945,GH,GHA,80,15,40,65,4,72
p17946,GH,GHA,80,15,40,65,4,72
p17947,GH,GHA,80,15,40,65,4,72
p17948,GH,GHA,80,15,40,65,4,72
p17949,GH,GHA,80,15,40,65,4,72
p17950,GH,GHA,80,15,40,65,4,72
p17951,GH,GHA,80,15,40,65,4,72
p17952,GH,GHA,80,15,40,65,4,72
p17953,GH,GHA,80,15,40,65,4,72
p17954,GH,GHA,80,15,40,65,4,72
p17955,GH,GHA,80,15,40,65,4,72
p17956,GH,GHA,80,15,40,65,4,72
p17957,GH,GHA,80,15,40,65,4,72
p17958,GH,GHA,80,15,40,65,4,72
p17959,GH,GHA,80,15,40,65,4,72
p17960,GH,GHA,80,15,40,65,4,72
p17961,GH,GHA,80,15,40,65,4,72
p17962,GH,GHA,80,15,40,65,4,72
p17963,GH,GHA,80,15,40,65,4,72
p17964,GH,GHA,80,15,40,65,4,72
p17965,GH,GHA,80,15,40,65,4,72
p17966,GH,GHA,80,15,40,65,4,72
p17967,GH,GHA,80,15,40,65,4,72
p17968,GH,GHA,80,15,40,65,4,72
p17969,GH,GHA,80,15,40,65,4,72
p17970,GH,GHA,80,15,40,65,4,72
p17971,GH,GHA,80,15,40,65,4,72
p17972,GH,GHA,80,15,40,65,4,72
p17973,GH,GHA,80,15,40,65,4,72
p17974,GH,GHA,80,15,40,65,4,72
p17975,GH,GHA,80,15,40,65,4,72
p17976,GH,GHA,80,15,40,65,4,72
p17977,GH,GHA,80,15,40,65,4,72
p17978,GH,GHA,80,15,40,65,4,72
p17979,GH,GHA,80,15,40,65,4,72
p17980,GH,GHA,80,15,40,65,4,72
p17981,GH,GHA,80,15,40,65,4,72
p17982,GH,GHA,80,15,40,65,4,72
p17983,GH,GHA,80,15,40,65,4,72
p17984,GH,GHA,80,15,40,65,4,72
p17985,GH,GHA,80,15,40,65,4,72
p17986,GH,GHA,80,15,40,65,4,72
p17987,GH,GHA,80,15,40,65,4,72
p17988,GH,GHA,80,15,40,65,4,72
p17989,GH,GHA,80,15,40,65,4,72
p17990,GH,GHA,80,15,40,65,4,72
p17991,GH,GHA,80,15,40,65,4,72
p17992,GH,GHA,80,15,40,65,4,72
p17993,GR,GRC,60,35,57,100,45,50
p17994,GR,GRC,60,35,57,100,45,50
p17995,GR,GRC,60,35,57,100,45,50
p17996,GR,GRC,60,35,57,100,45,50
p17997,GR,GRC,60,35,57,100,45,50
p17998,GR,GRC,60,35,57,100,45,50
p17999,GR,GRC,60,35,57,100,45,50
p18000,GR,GRC,60,35,57,100,45,50
p18001,GR,GRC,60,35,57,100,45,50
p18002,GR,GRC,60,35,57,100,45,50
p18003,GR,GRC,60,35,57,100,45,50
p18004,GR,GRC,60,35,57,100,45,50
p18005,GR,GRC,60,35,57,100,45,50
p18006,GR,GRC,60,35,57,100,45,50
p18007,GR,GRC,60,35,57,100,45,50
p18008,GR,GRC,60,35,57,100,45,50
p18009,GR,GRC,60,35,57,100,45,50
p18010,GR,GRC,60,35,57,100,45,50
p18011,GR,GRC,60,35,57,100,45,50
p18012,GR,GRC,60,35,57,100,45,50
p18013,GR,GRC,60,35,57,100,45,50
p18014,GR,GRC,60,35,57,100,45,50
p18015,GR,GRC,60,35,57,100,45,50
p18016,GR,GRC,60,35,57,100,45,50
p18017,GR,GRC,60,35,57,100,45,50
p18018,GR,GRC,60,35,57,100,45,50
p18019,GR,GRC,60,35,57,100,45,50
p18020,GR,GRC,60,35,57,100,45,50
p18021,GR,GRC,60,35,57,100,45,50
p18022,GR,GRC,60,35,57,100,45,50
p18023,GR,GRC,60,35,57,100,45,50
p18024,GR,GRC,60,35,57,100,45,50
p18025,GR,GRC,60,35,57,100,45,50
p18026,GR,GRC,60,35,57,100,45,50
p18027,GR,GRC,60,35,57,100,45,50
p18028,GR,GRC,60,35,57,100,45,50
p18029,GR,GRC,60,35,57,100,45,50
p18030,GR,GRC,60,35,57,100,45,50
p18031,GR,GRC,60,35,57,100,45,50
p18032,GR,GRC,60,35,57,100,45,50
p18033,GR,GRC,60,35,57,100,45,50
p18034,GR,GRC,60,35,57,100,45,50
p18035,GR,GRC,60,35,57,100,45,50
p18036,GR,GRC,60,35,57,100,45,50
p18037,GR,GRC,60,35,57,100,45,50
p18038,GR,GRC,60,35,57,100,45,50
p18039,GR,GRC,60,35,57,100,45,50
p18040,GR,GRC,60,35,57,100,45,50
p18041,GR,GRC,60,35,57,100,45,50
p18042,GR,GRC,60,35,57,100,45,50
p18043,GR,GRC,60,35,57,100,45,50
p18044,GR,GRC,60,35,57,100,45,50
p18045,GR,GRC,60,35,57,100,45,50
p18046,GR,GRC,60,35,57,100,45,50
p18047,GR,GRC,60,35,57,100,45,50
p18048,GR,GRC,60,35,57,100,45,50
p18049,GR,GRC,60,35,57,100,45,50
p18050,GR,GRC,60,35,57,100,45,50
p18051,GR,GRC,60,35,57,100,45,50
p18052,GR,GRC,60,35,57,100,45,50
p18053,GR,GRC,60,35,57,100,45,50
p18054,GR,GRC,60,35,57,100,45,50
p18055,GR,GRC,60,35,57,100,45,50
p18056,GR,GRC,60,35,57,100,45,50
p18057,GR,GRC,60,35,57,100,45,50
p18058,GR,GRC,60,35,57,100,45,50
p18059,GR,GRC,60,35,57,100,45,50
p18060,GR,GRC,60,35,57,100,45,50
p18061,GR,GRC,60,35,57,100,45,50
p18062,GR,GRC,60,35,57,100,45,50
p18063,GR,GRC,60,35,57,100,45,50
p18064,GR,GRC,60,35,57,100,45,50
p18065,GR,GRC,60,35,57,100,45,50
p18066,GR,GRC,60,35,57,100,45,50
p18067,GR,GRC,60,35,57,100,45,50
p18068,GR,GRC,60,35,57,100,45,50
p18069,GR,GRC,60,35,57,100,45,50
p18070,GR,GRC,60,35,57,100,45,50
p18071,GR,GRC,60,35,57,100,45,50
p18072,GR,GRC,60,35,57,100,45,50
p18073,GR,GRC,60,35,57,100,45,50
p18074,GR,GRC,60,35,57,100,45,50
p18075,GR,GRC,60,35,57,100,45,50
p18076,GR,GRC,60,35,57,100,45,50
p18077,GR,GRC,60,35,57,100,45,50
p18078,GR,GRC,60,35,57,100,45,50
p18079,GR,GRC,60,35,57,100,45,50
p18080,GR,GRC,60,35,57,100,45,50
p18081,GR,GRC,60,35,57,100,45,50
p18082,GR,GRC,60,35,57,100,45,50
p18083,GR,GRC,60,35,57,100,45,50
p18084,GR,GRC,60,35,57,100,45,50
p18085,GR,GRC,60,35,57,100,45,50
p18086,GR,GRC,60,35,57,100,45,50
p18087,GR,GRC,60,35,57,100,45,50
p18088,GR,GRC,60,35,57,100,45,50
p18089,GR,GRC,60,35,57,100,45,50
p18090,GR,GRC,60,35,57,100,45,50
p18091,GR,GRC,60,35,57,100,45,50
p18092,GR,GRC,60,35,57,100,45,50
p18093,GR,GRC,60,35,57,100,45,50
p18094,GR,GRC,60,35,57,100,45,50
p18095,GR,GRC,60,35,57,100,45,50
p18096,GR,GRC,60,35,57,100,45,50
p18097,GR,GRC,60,35,57,100,45,50
p18098,GR,GRC,60,35,57,100,45,50
p18099,GR,GRC,60,35,57,100,45,50
p18100,GR,GRC,60,35,57,100,45,50
p18101,GR,GRC,60,35,57,100,45,50
p18102,GR,GRC,60,35,57,100,45,50
p18103,GR,GRC,60,35,57,100,45,50
p18104,GR,GRC,60,35,57,100,45,50
p18105,GR,GRC,60,35,57,100,45,50
p18106,GR,GRC,60,35,57,100,45,50
p18107,GR,GRC,60,35,57,100,45,50
p18108,GR,GRC,60,35,57,100,45,50
p18109,GR,GRC,60,35,57,100,45,50
p18110,GR,GRC,60,35,57,100,45,50
p18111,GR,GRC,60,35,57,100,45,50
p18112,GR,GRC,60,35,57,100,45,50
p18113,GR,GRC,60,35,57,100,45,50
p18114,GR,GRC,60,35,57,100,45,50
p18115,GR,GRC,60,35,57,100,45,50
p18116,GR,GRC,60,35,57,100,45,50
p18117,GR,GRC,60,35,57,100,45,50
p18118,GR,GRC,60,35,57,100,45,50
p18119,GR,GRC,60,35,57,100,45,50
p18120,GR,GRC,60,35,57,100,45,50
p18121,GR,GRC,60,35,57,100,45,50
p18122,GR,GRC,60,35,57,100,45,50
p18123,GR,GRC,60,35,57,100,45,50
p18124,GR,GRC,60,35,57,100,45,50
p18125,GR,GRC,60,35,57,100,45,50
p18126,GR,GRC,60,35,57,100,45,50
p18127,GR,GRC,60,35,57,100,45,50
p18128,GR,GRC,60,35,57,100,45,50
p18129,GR,GRC,60,35,57,100,45,50
p18130,GR,GRC,60,35,57,100,45,50
p18131,GR,GRC,60,35,57,100,45,50
p18132,GR,GRC,60,35,57,100,45,50
p18133,GR,GRC,60,35,57,100,45,50
p18134,GR,GRC,60,35,57,100,45,50
p18135,GR,GRC,60,35,57,100,45,50
p18136,GR,GRC,60,35,57,100,45,50
p18137,GR,GRC,60,35,57,100,45,50
p18138,GR,GRC,60,35,57,100,45,50
p18139,GR,GRC,60,35,57,100,45,50
p18140,GR,GRC,60,35,57,100,45,50
p18141,GR,GRC,60,35,57,100,45,50
p18142,GR,GRC,60,35,57,100,45,50
p18143,GR,GRC,60,35,57,100,45,50
p18144,GR,GRC,60,35,57,100,45,50
p18145,GR,GRC,60,35,57,100,45,50
p18146,GR,GRC,60,35,57,100,45,50
p18147,GR,GRC,60,35,57,100,45,50
p18148,GR,GRC,60,35,57,100,45,50
p18149,GR,GRC,60,35,57,100,45,50
p18150,GR,GRC,60,35,57,100,45,50
p18151,GR,GRC,60,35,57,100,45,50
p18152,GR,GRC,60,35,57,100,45,50
p18153,GR,GRC,60,35,57,100,45,50
p18154,GR,GRC,60,35,57,100,45,50
p18155,GR,GRC,60,35,57,100,45,50
p18156,GR,GRC,60,35,57,100,45,50
p18157,GR,GRC,60,35,57,100,45,50
p18158,GR,GRC,60,35,57,100,45,50
p18159,GR,GRC,60,35,57,100,45,50
p18160,GR,GRC,60,35,57,100,45,50
p18161,GR,GRC,60,35,57,100,45,50
p18162,GR,GRC,60,35,57,100,45,50
p18163,GR,GRC,60,35,57,100,45,50
p18164,GR,GRC,60,35,57,100,45,50
p18165,GR,GRC,60,35,57,100,45,50
p18166,GR,GRC,60,35,57,100,45,50
p18167,GR,GRC,60,35,57,100,45,50
p18168,GR,GRC,60,35,57,100,45,50
p18169,GR,GRC,60,35,57,100,45,50
p18170,GR,GRC,60,35,57,100,45,50
p18171,GR,GRC,60,35,57,100,45,50
p18172,GR,GRC,60,35,57,100,45,50
p18173,GR,GRC,60,35,57,100,45,50
p18174,GR,GRC,60,35,57,100,45,50
p18175,GR,GRC,60,35,57,100,45,50
p18176,GR,GRC,60,35,57,100,45,50
p18177,GR,GRC,60,35,57,100,45,50
p18178,GR,GRC,60,35,57,100,45,50
p18179,GR,GRC,60,35,57,100,45,50
p18180,GR,GRC,60,35,57,100,45,50
p18181,GR,GRC,60,35,57,100,45,50
p18182,GR,GRC,60,35,57,100,45,50
p18183,GR,GRC,60,35,57,100,45,50
p18184,GR,GRC,60,35,57,100,45,50
p18185,GR,GRC,60,35,57,100,45,50
p18186,GR,GRC,60,35,57,100,45,50
p18187,GR,GRC,60,35,57,100,45,50
p18188,GR,GRC,60,35,57,100,45,50
p18189,GR,GRC,60,35,57,100,45,50
p18190,GR,GRC,60,35,57,100,45,50
p18191,GR,GRC,60,35,57,100,45,50
p18192,GR,GRC,60,35,57,100,45,50
p18193,GR,GRC,60,35,57,100,45,50
p18194,GR,GRC,60,35,57,100,45,50
p18195,GR,GRC,60,35,57,100,45,50
p18196,GR,GRC,60,35,57,100,45,50
p18197,GR,GRC,60,35,57,100,45,50
p18198,GR,GRC,60,35,57,100,45,50
p18199,GR,GRC,60,35,57,100,45,50
p18200,GR,GRC,60,35,57,100,45,50
p18201,GR,GRC,60,35,57,100,45,50
p18202,GR,GRC,60,35,57,100,45,50
p18203,GR,GRC,60,35,57,100,45,50
p18204,GR,GRC,60,35,57,100,45,50
p18205,GR,GRC,60,35,57,100,45,50
p18206,GR,GRC,60,35,57,100,45,50
p18207,GR,GRC,60,35,57,100,45,50
p18208,GR,GRC,60,35,57,100,45,50
p18209,GR,GRC,60,35,57,100,45,50
p18210,GR,GRC,60,35,57,100,45,50
p18211,GR,GRC,60,35,57,100,45,50
p18212,GR,GRC,60,35,57,100,45,50
p18213,GR,GRC,60,35,57,100,45,50
p18214,GR,GRC,60,35,57,100,45,50
p18215,GR,GRC,60,35,57,100,45,50
p18216,GR,GRC,60,35,57,100,45,50
p18217,GR,GRC,60,35,57,100,45,50
p18218,GR,GRC,60,35,57,100,45,50
p18219,GR,GRC,60,35,57,100,45,50
p18220,GR,GRC,60,35,57,100,45,50
p18221,GR,GRC,60,35,57,100,45,50
p18222,GR,GRC,60,35,57,100,45,50
p18223,GR,GRC,60,35,57,100,45,50
p18224,GR,GRC,60,35,57,100,45,50
p18225,GR,GRC,60,35,57,100,45,50
p18226,GR,GRC,60,35,57,100,45,50
p18227,GR,GRC,60,35,57,100,45,50
p18228,GR,GRC,60,35,57,100,45,50
p18229,GR,GRC,60,35,57,100,45,50
p18230,GR,GRC,60,35,57,100,45,50
p18231,GR,GRC,60,35,57,100,45,50
p18232,GR,GRC,60,35,57,100,45,50
p18233,GR,GRC,60,35,57,100,45,50
p18234,GR,GRC,60,35,57,100,45,50
p18235,GR,GRC,60,35,57,100,45,50
p18236,GR,GRC,60,35,57,100,45,50
p18237,GR,GRC,60,35,57,100,45,50
p18238,GR,GRC,60,35,57,100,45,50
p18239,GR,GRC,60,35,57,100,45,50
p18240,GR,GRC,60,35,57,100,45,50
p18241,GR,GRC,60,35,57,100,45,50
p18242,GR,GRC,60,35,57,100,45,50
p18243,GR,GRC,60,35,57,100,45,50
p18244,GR,GRC,60,35,57,100,45,50
p18245,GR,GRC,60,35,57,100,45,50
p18246,GR,GRC,60,35,57,100,45,50
p18247,GR,GRC,60,35,57,100,45,50
p18248,GR,GRC,60,35,57,100,45,50
p18249,GR,GRC,60,35,57,100,45,50
p18250,GR,GRC,60,35,57,100,45,50
p18251,GR,GRC,60,35,57,100,45,50
p18252,GR,GRC,60,35,57,100,45,50
p18253,GR,GRC,60,35,57,100,45,50
p18254,GR,GRC,60,35,57,100,45,50
p18255,GR,GRC,60,35,57,100,45,50
p18256,GR,GRC,60,35,57,100,45,50
p18257,GR,GRC,60,35,57,100,45,50
p18258,GR,GRC,60,35,57,100,45,50
p18259,GR,GRC,60,35,57,100,45,50
p18260,GR,GRC,60,35,57,100,45,50
p18261,GR,GRC,60,35,57,100,45,50
p18262,GR,GRC,60,35,57,100,45,50
p18263,GR,GRC,60,35,57,100,45,50
p18264,GR,GRC,60,35,57,100,45,50
p18265,GR,GRC,60,35,57,100,45,50
p18266,GR,GRC,60,35,57,100,45,50
p18267,GR,GRC,60,35,57,100,45,50
p18268,GR,GRC,60,35,57,100,45,50
p18269,GR,GRC,60,35,57,100,45,50
p18270,GR,GRC,60,35,57,100,45,50
p18271,GR,GRC,60,35,57,100,45,50
p18272,GR,GRC,60,35,57,100,45,50
p18273,GR,GRC,60,35,57,100,45,50
p18274,GR,GRC,60,35,57,100,45,50
p18275,GR,GRC,60,35,57,100,45,50
p18276,GR,GRC,60,35,57,100,45,50
p18277,GR,GRC,60,35,57,100,45,50
p18278,GR,GRC,60,35,57,100,45,50
p18279,GR,GRC,60,35,57,100,45,50
p18280,GR,GRC,60,35,57,100,45,50
p18281,GR,GRC,60,35,57,100,45,50
p18282,GR,GRC,60,35,57,100,45,50
p18283,GR,GRC,60,35,57,100,45,50
p18284,GR,GRC,60,35,57,100,45,50
p18285,GR,GRC,60,35,57,100,45,50
p18286,GR,GRC,60,35,57,100,45,50
p18287,GR,GRC,60,35,57,100,45,50
p18288,GR,GRC,60,35,57,100,45,50
p18289,GR,GRC,60,35,57,100,45,50
p18290,GR,GRC,60,35,57,100,45,50
p18291,GR,GRC,60,35,57,100,45,50
p18292,GR,GRC,60,35,57,100,45,50
p18293,GR,GRC,60,35,57,100,45,50
p18294,GR,GRC,60,35,57,100,45,50
p18295,GR,GRC,60,35,57,100,45,50
p18296,GR,GRC,60,35,57,100,45,50
p18297,GR,GRC,60,35,57,100,45,50
p18298,GR,GRC,60,35,57,100,45,50
p18299,GR,GRC,60,35,57,100,45,50
p18300,GR,GRC,60,35,57,100,45,50
p18301,GR,GRC,60,35,57,100,45,50
p18302,GR,GRC,60,35,57,100,45,50
p18303,GR,GRC,60,35,57,100,45,50
p18304,GR,GRC,60,35,57,100,45,50
p18305,GR,GRC,60,35,57,100,45,50
p18306,GR,GRC,60,35,57,100,45,50
p18307,GR,GRC,60,35,57,100,45,50
p18308,GR,GRC,60,35,57,100,45,50
p18309,GR,GRC,60,35,57,100,45,50
p18310,GR,GRC,60,35,57,100,45,50
p18311,GR,GRC,60,35,57,100,45,50
p18312,GR,GRC,60,35,57,100,45,50
p18313,GR,GRC,60,35,57,100,45,50
p18314,GR,GRC,60,35,57,100,45,50
p18315,GR,GRC,60,35,57,100,45,50
p18316,GR,GRC,60,35,57,100,45,50
p18317,GR,GRC,60,35,57,100,45,50
p18318,GR,GRC,60,35,57,100,45,50
p18319,GR,GRC,60,35,57,100,45,50
p18320,GR,GRC,60,35,57,100,45,50
p18321,GR,GRC,60,35,57,100,45,50
p18322,GR,GRC,60,35,57,100,45,50
p18323,GR,GRC,60,35,57,100,45,50
p18324,GR,GRC,60,35,57,100,45,50
p18325,GR,GRC,60,35,57,100,45,50
p18326,GR,GRC,60,35,57,100,45,50
p18327,GR,GRC,60,35,57,100,45,50
p18328,GR,GRC,60,35,57,100,45,50
p18329,GR,GRC,60,35,57,100,45,50
p18330,GR,GRC,60,35,57,100,45,50
p18331,GR,GRC,60,35,57,100,45,50
p18332,GR,GRC,60,35,57,100,45,50
p18333,GR,GRC,60,35,57,100,45,50
p18334,GR,GRC,60,35,57,100,45,50
p18335,GR,GRC,60,35,57,100,45,50
p18336,GR,GRC,60,35,57,100,45,50
p18337,GR,GRC,60,35,57,100,45,50
p18338,GR,GRC,60,35,57,100,45,50
p18339,GR,GRC,60,35,57,100,45,50
p18340,GR,GRC,60,35,57,100,45,50
p18341,GR,GRC,60,35,57,100,45,50
p18342,GR,GRC,60,35,57,100,45,50
p18343,GR,GRC,60,35,57,100,45,50
p18344,GR,GRC,60,35,57,100,45,50
p18345,GR,GRC,60,35,57,100,45,50
p18346,GR,GRC,60,35,57,100,45,50
p18347,GR,GRC,60,35,57,100,45,50
p18348,GR,GRC,60,35,57,100,45,50
p18349,GR,GRC,60,35,57,100,45,50
p18350,GR,GRC,60,35,57,100,45,50
p18351,GR,GRC,60,35,57,100,45,50
p18352,GR,GRC,60,35,57,100,45,50
p18353,GR,GRC,60,35,57,100,45,50
p18354,GR,GRC,60,35,57,100,45,50
p18355,GR,GRC,60,35,57,100,45,50
p18356,GR,GRC,60,35,57,100,45,50
p18357,GR,GRC,60,35,57,100,45,50
p18358,GR,GRC,60,35,57,100,45,50
p18359,GR,GRC,60,35,57,100,45,50
p18360,GR,GRC,60,35,57,100,45,50
p18361,GR,GRC,60,35,57,100,45,50
p18362,GR,GRC,60,35,57,100,45,50
p18363,GR,GRC,60,35,57,100,45,50
p18364,GR,GRC,60,35,57,100,45,50
p18365,GR,GRC,60,35,57,100,45,50
p18366,GR,GRC,60,35,57,100,45,50
p18367,GR,GRC,60,35,57,100,45,50
p18368,GR,GRC,60,35,57,100,45,50
p18369,GR,GRC,60,35,57,100,45,50
p18370,GR,GRC,60,35,57,100,45,50
p18371,GR,GRC,60,35,57,100,45,50
p18372,GR,GRC,60,35,57,100,45,50
p18373,GR,GRC,60,35,57,100,45,50
p18374,GR,GRC,60,35,57,100,45,50
p18375,GR,GRC,60,35,57,100,45,50
p18376,GR,GRC,60,35,57,100,45,50
p18377,GR,GRC,60,35,57,100,45,50
p18378,GR,GRC,60,35,57,100,45,50
p18379,GR,GRC,60,35,57,100,45,50
p18380,GR,GRC,60,35,57,100,45,50
p18381,GR,GRC,60,35,57,100,45,50
p18382,GR,GRC,60,35,57,100,45,50
p18383,GR,GRC,60,35,57,100,45,50
p18384,GR,GRC,60,35,57,100,45,50
p18385,GR,GRC,60,35,57,100,45,50
p18386,GR,GRC,60,35,57,100,45,50
p18387,GR,GRC,60,35,57,100,45,50
p18388,GR,GRC,60,35,57,100,45,50
p18389,GR,GRC,60,35,57,100,45,50
p18390,GR,GRC,60,35,57,100,45,50
p18391,GR,GRC,60,35,57,100,45,50
p18392,GR,GRC,60,35,57,100,45,50
p18393,GR,GRC,60,35,57,100,45,50
p18394,GR,GRC,60,35,57,100,45,50
p18395,GR,GRC,60,35,57,100,45,50
p18396,GR,GRC,60,35,57,100,45,50
p18397,GR,GRC,60,35,57,100,45,50
p18398,GR,GRC,60,35,57,100,45,50
p18399,GR,GRC,60,35,57,100,45,50
p18400,GR,GRC,60,35,57,100,45,50
p18401,GR,GRC,60,35,57,100,45,50
p18402,GR,GRC,60,35,57,100,45,50
p18403,GR,GRC,60,35,57,100,45,50
p18404,GR,GRC,60,35,57,100,45,50
p18405,GR,GRC,60,35,57,100,45,50
p18406,GR,GRC,60,35,57,100,45,50
p18407,GR,GRC,60,35,57,100,45,50
p18408,GR,GRC,60,35,57,100,45,50
p18409,GR,GRC,60,35,57,100,45,50
p18410,GR,GRC,60,35,57,100,45,50
p18411,GR,GRC,60,35,57,100,45,50
p18412,GR,GRC,60,35,57,100,45,50
p18413,GR,GRC,60,35,57,100,45,50
p18414,GR,GRC,60,35,57,100,45,50
p18415,GR,GRC,60,35,57,100,45,50
p18416,GR,GRC,60,35,57,100,45,50
p18417,GR,GRC,60,35,57,100,45,50
p18418,GR,GRC,60,35,57,100,45,50
p18419,GR,GRC,60,35,57,100,45,50
p18420,GR,GRC,60,35,57,100,45,50
p18421,GR,GRC,60,35,57,100,45,50
p18422,GR,GRC,60,35,57,100,45,50
p18423,GR,GRC,60,35,57,100,45,50
p18424,GR,GRC,60,35,57,100,45,50
p18425,GR,GRC,60,35,57,100,45,50
p18426,GR,GRC,60,35,57,100,45,50
p18427,GR,GRC,60,35,57,100,45,50
p18428,GR,GRC,60,35,57,100,45,50
p18429,GR,GRC,60,35,57,100,45,50
p18430,GR,GRC,60,35,57,100,45,50
p18431,GR,GRC,60,35,57,100,45,50
p18432,GR,GRC,60,35,57,100,45,50
p18433,GR,GRC,60,35,57,100,45,50
p18434,GR,GRC,60,35,57,100,45,50
p18435,GR,GRC,60,35,57,100,45,50
p18436,GR,GRC,60,35,57,100,45,50
p18437,GR,GRC,60,35,57,100,45,50
p18438,GR,GRC,60,35,57,100,45,50
p18439,GR,GRC,60,35,57,100,45,50
p18440,GR,GRC,60,35,57,100,45,50
p18441,GR,GRC,60,35,57,100,45,50
p18442,GR,GRC,60,35,57,100,45,50
p18443,GR,GRC,60,35,57,100,45,50
p18444,GR,GRC,60,35,57,100,45,50
p18445,GR,GRC,60,35,57,100,45,50
p18446,GR,GRC,60,35,57,100,45,50
p18447,GR,GRC,60,35,57,100,45,50
p18448,GR,GRC,60,35,57,100,45,50
p18449,GR,GRC,60,35,57,100,45,50
p18450,GR,GRC,60,35,57,100,45,50
p18451,GR,GRC,60,35,57,100,45,50
p18452,GR,GRC,60,35,57,100,45,50
p18453,GR,GRC,60,35,57,100,45,50
p18454,GR,GRC,60,35,57,100,45,50
p18455,GR,GRC,60,35,57,100,45,50
p18456,GR,GRC,60,35,57,100,45,50
p18457,GR,GRC,60,35,57,100,45,50
p18458,GR,GRC,60,35,57,100,45,50
p18459,GR,GRC,60,35,57,100,45,50
p18460,GR,GRC,60,35,57,100,45,50
p18461,GR,GRC,60,35,57,100,45,50
p18462,GR,GRC,60,35,57,100,45,50
p18463,GR,GRC,60,35,57,100,45,50
p18464,GR,GRC,60,35,57,100,45,50
p18465,GR,GRC,60,35,57,100,45,50
p18466,GR,GRC,60,35,57,100,45,50
p18467,GR,GRC,60,35,57,100,45,50
p18468,GR,GRC,60,35,57,100,45,50
p18469,GR,GRC,60,35,57,100,45,50
p18470,GR,GRC,60,35,57,100,45,50
p18471,GR,GRC,60,35,57,100,45,50
p18472,GR,GRC,60,35,57,100,45,50
p18473,GR,GRC,60,35,57,100,45,50
p18474,GR,GRC,60,35,57,100,45,50
p18475,GR,GRC,60,35,57,100,45,50
p18476,GR,GRC,60,35,57,100,45,50
p18477,GR,GRC,60,35,57,100,45,50
p18478,GR,GRC,60,35,57,100,45,50
p18479,GR,GRC,60,35,57,100,45,50
p18480,GR,GRC,60,35,57,100,45,50
p18481,GR,GRC,60,35,57,100,45,50
p18482,GR,GRC,60,35,57,100,45,50
p18483,GR,GRC,60,35,57,100,45,50
p18484,GR,GRC,60,35,57,100,45,50
p18485,GR,GRC,60,35,57,100,45,50
p18486,GR,GRC,60,35,57,100,45,50
p18487,GR,GRC,60,35,57,100,45,50
p18488,GR,GRC,60,35,57,100,45,50
p18489,GR,GRC,60,35,57,100,45,50
p18490,GR,GRC,60,35,57,100,45,50
p18491,GR,GRC,60,35,57,100,45,50
p18492,GR,GRC,60,35,57,100,45,50
p18493,GR,GRC,60,35,57,100,45,50
p18494,GR,GRC,60,35,57,100,45,50
p18495,GR,GRC,60,35,57,100,45,50
p18496,GR,GRC,60,35,57,100,45,50
p18497,GR,GRC,60,35,57,100,45,50
p18498,GR,GRC,60,35,57,100,45,50
p18499,GR,GRC,60,35,57,100,45,50
p18500,GR,GRC,60,35,57,100,45,50
p18501,GR,GRC,60,35,57,100,45,50
p18502,GR,GRC,60,35,57,100,45,50
p18503,GR,GRC,60,35,57,100,45,50
p18504,GR,GRC,60,35,57,100,45,50
p18505,GR,GRC,60,35,57,100,45,50
p18506,GR,GRC,60,35,57,100,45,50
p18507,GR,GRC,60,35,57,100,45,50
p18508,GR,GRC,60,35,57,100,45,50
p18509,GR,GRC,60,35,57,100,45,50
p18510,GR,GRC,60,35,57,100,45,50
p18511,GR,GRC,60,35,57,100,45,50
p18512,GR,GRC,60,35,57,100,45,50
p18513,GR,GRC,60,35,57,100,45,50
p18514,GR,GRC,60,35,57,100,45,50
